debian_pkg, CPAN_dist, CPAN_vers, N_bugs, N_patches
"libstatistics-online-perl", "Statistics-OnLine", "0.02", "0", "0"
"libstatistics-test-randomwalk-perl", "Statistics-Test-RandomWalk", "0.02", "0", "1"
"libstatistics-test-sequence-perl", "Statistics-Test-Sequence", "0.01", "0", "0"
"libstrictures-perl", "strictures", "1.002002", "0", "0"
"libstring-bufferstack-perl", "String-BufferStack", "1.15", "0", "0"
"libstring-camelcase-perl", "String-CamelCase", "0.02", "0", "0"
"libstring-crc32-perl", "String-CRC32", "1.4", "0", "0"
"libstring-dirify-perl", "String-Dirify", "1.02", "0", "0"
"libstring-errf-perl", "String-Errf", "0.006", "0", "0"
"libstring-escape-perl", "String-Escape", "2010.002", "0", "1"
"libstring-flogger-perl", "String-Flogger", "1.101241", "0", "0"
"libstring-format-perl", "String-Format", "1.16", "0", "0"
"libstring-formatter-perl", "String-Formatter", "0.102082", "0", "0"
"libstring-koremutake-perl", "String-Koremutake", "0.30", "0", "0"
"libstring-mkpasswd-perl", "String-MkPasswd", "0.03", "0", "1"
"libstring-random-perl", "String-Random", "0.22", "0", "0"
"libstring-rewriteprefix-perl", "String-RewritePrefix", "0.006", "0", "0"
"libstring-truncate-perl", "String-Truncate", "1.100600", "0", "0"
"libsub-current-perl", "Sub-Current", "0.02", "0", "0"
"libsub-delete-perl", "Sub-Delete", "1.00002", "0", "0"
"libsub-exporter-formethods-perl", "Sub-Exporter-ForMethods", "0.091970", "0", "0"
"libsub-exporter-globexporter-perl", "Sub-Exporter-GlobExporter", "0.002", "0", "0"
"libsub-exporter-perl", "Sub-Exporter", "0.982", "0", "1"
"libsub-identify-perl", "Sub-Identify", "0.04", "0", "0"
"libsub-install-perl", "Sub-Install", "0.924", "0", "0"
"libsub-name-perl", "Sub-Name", "0.05", "0", "0"
"libsub-override-perl", "Sub-Override", "0.08", "0", "1"
"libsub-prototype-perl", "Sub-Prototype", "0.02", "0", "0"
"libsub-uplevel-perl", "Sub-Uplevel", "0.2200", "0", "1"
"libsub-wrappackages-perl", "Sub-WrapPackages", "2.0", "0", "0"
"libsuper-perl", "SUPER", "1.17", "0", "0"
"libsvg-graph-perl", "SVG-Graph", "0.02", "0", "1"
"libsvg-perl", "SVG", "2.50", "0", "1"
"libsvg-tt-graph-perl", "SVG-TT-Graph", "0.16", "0", "0"
"libsvn-dump-perl", "SVN-Dump", "0.05", "0", "1"
"libsvn-hooks-perl", "SVN-Hooks", "0.90", "0", "0"
"libsvn-look-perl", "SVN-Look", "0.20", "0", "0"
"libsvn-notify-mirror-perl", "SVN-Notify-Mirror", "0.03800", "0", "1"
"libsvn-svnlook-perl", "SVN-SVNLook", "0.04", "0", "0"
"libswish-api-common-perl", "SWISH-API-Common", "0.03", "1", "2"
"libswitch-perl", "Switch", "2.16", "0", "0"
"libsyntax-highlight-engine-kate-perl", "Syntax-Highlight-Engine-Kate", "0.05", "0", "2"
"libsyntax-highlight-engine-simple-languages-perl", "Syntax-Highlight-Engine-Simple-Perl", "1", "0", "2"
"libsyntax-highlight-engine-simple-perl", "Syntax-Highlight-Engine-Simple", "0.08", "0", "1"
"libsyntax-highlight-perl-improved-perl", "Syntax-Highlight-Perl-Improved", "1.01", "0", "1"
"libsyntax-keyword-gather-perl", "Syntax-Keyword-Gather", "1.001000", "0", "1"
"libsyntax-perl", "syntax", "0.003", "0", "0"
"libsys-filesystem-perl", "Sys-Filesystem", "1.28", "0", "0"
"libsys-gamin-perl", "Sys-Gamin", "0.1", "0", "2"
"libsys-hostname-long-perl", "Sys-Hostname-Long", "1.4", "0", "0"
"libsys-sigaction-perl", "Sys-SigAction", "0.11", "0", "0"
"libsys-statistics-linux-perl", "Sys-Statistics-Linux", "0.59", "0", "0"
"libsys-syscall-perl", "Sys-Syscall", "0.23", "0", "0"
"libsys-syslog-perl", "Sys-Syslog", "0.29", "0", "0"
"libsys-utmp-perl", "Sys-Utmp", "1.6", "0", "1"
"libsys-virt-perl", "Sys-Virt", "0.2.6", "0", "0"
"libsysadm-install-perl", "Sysadm-Install", "0.36", "0", "1"
"libtap-harness-archive-perl", "TAP-Harness-Archive", "not-uploaded", "0", "0"
"libtemplate-alloy-perl", "Template-Alloy", "1.016", "0", "1"
"libtemplate-declare-perl", "Template-Declare", "0.45", "0", "0"
"libtemplate-multilingual-perl", "Template-Multilingual", "1.00", "0", "0"
"libtemplate-plugin-calendar-simple-perl", "Template-Plugin-Calendar-Simple", "0.02", "0", "0"
"libtemplate-plugin-class-perl", "Template-Plugin-Class", "0.13", "0", "1"
"libtemplate-plugin-clickable-email-perl", "Template-Plugin-Clickable-Email", "0.01", "0", "0"
"libtemplate-plugin-clickable-perl", "Template-Plugin-Clickable", "0.06", "0", "0"
"libtemplate-plugin-cycle-perl", "Template-Plugin-Cycle", "not-uploaded", "0", "1"
"libtemplate-plugin-javascript-perl", "Template-Plugin-JavaScript", "0.02", "0", "0"
"libtemplate-plugin-number-format-perl", "Template-Plugin-Number-Format", "1.02", "0", "0"
"libtemplate-plugin-textile2-perl", "Template-Plugin-Textile2", "1.21", "0", "0"
"libtemplate-plugin-yaml-perl", "Template-Plugin-YAML", "1.23", "0", "0"
"libtemplate-provider-encoding-perl", "Template-Provider-Encoding", "0.10", "0", "0"
"libtemplate-provider-fromdata-perl", "Template-Provider-FromDATA", "0.10", "0", "0"
"libtemplate-timer-perl", "Template-Timer", "1.00", "1", "0"
"libtemplate-tiny-perl", "Template-Tiny", "0.11", "0", "0"
"libterm-encoding-perl", "Term-Encoding", "0.02", "0", "0"
"libterm-progressbar-perl", "Term-ProgressBar", "2.09", "0", "1"
"libterm-prompt-perl", "Term-Prompt", "1.04", "0", "0"
"libterm-query-perl", "Term-Query", "2.0", "0", "1"
"libterm-readkey-perl", "TermReadKey", "2.30", "0", "2"
"libterm-readline-gnu-perl", "Term-ReadLine-Gnu", "1.20", "2", "3"
"libterm-readline-perl-perl", "Term-ReadLine-Perl", "1.0303", "0", "0"
"libterm-readpassword-perl", "Term-ReadPassword", "0.11", "0", "0"
"libterm-shell-perl", "Term-Shell", "0.02", "1", "0"
"libterm-size-perl", "Term-Size", "0.2", "0", "0"
"libterm-sk-perl", "Term-Sk", "0.07", "0", "1"
"libterm-slang-perl", "Term-Slang", "0.07", "0", "1"
"libterm-twiddle-perl", "Term-Twiddle", "2.71", "0", "0"
"libterm-visual-perl", "Term-Visual", "0.08", "1", "0"
"libterm-vt102-perl", "Term-VT102", "0.91", "0", "1"
"libtest-apocalypse-perl", "Test-Apocalypse", "0.05", "0", "0"
"libtest-assertions-perl", "Test-Assertions", "1.054", "0", "0"
"libtest-autoloader-perl", "Test-AutoLoader", "0.03", "0", "1"
"libtest-base-perl", "Test-Base", "0.59", "0", "0"
"libtest-block-perl", "Test-Block", "0.11", "0", "0"
"libtest-cgi-multipart-perl", "Test-CGI-Multipart", "0.0.3", "0", "0"
"libtest-checkchanges-perl", "Test-CheckChanges", "0.14", "0", "0"
"libtest-checkmanifest-perl", "Test-CheckManifest", "1.24", "0", "2"
"libtest-class-perl", "Test-Class", "0.36", "0", "0"
"libtest-command-perl", "Test-Command", "0.08", "0", "0"
"libtest-compile-perl", "Test-Compile", "0.13", "0", "0"
"libtest-consistentversion-perl", "Test-ConsistentVersion", "0.2.3", "0", "0"
"libtest-corpus-audio-mpd-perl", "Test-Corpus-Audio-MPD", "1.110710", "0", "0"
"libtest-cpan-meta-perl", "Test-CPAN-Meta", "0.17", "0", "1"
"libtest-cpan-meta-yaml-perl", "Test-CPAN-Meta-YAML", "0.17", "0", "1"
"libtest-cukes-perl", "Test-Cukes", "0.10", "0", "0"
"libtest-database-perl", "Test-Database", "1.11", "0", "0"
"libtest-deep-perl", "Test-Deep", "0.108", "1", "0"
"libtest-dependencies-perl", "Test-Dependencies", "0.12", "0", "0"
"libtest-differences-perl", "Test-Differences", "0.50.0", "0", "0"
"libtest-dir-perl", "Test-Dir", "1.013", "0", "0"
"libtest-distmanifest-perl", "Test-DistManifest", "1.009", "0", "0"
"libtest-distribution-perl", "Test-Distribution", "2.00", "0", "0"
"libtest-email-perl", "Test-Email", "0.07", "0", "0"
"libtest-eol-perl", "Test-EOL", "0.9", "0", "0"
"libtest-exception-perl", "Test-Exception", "0.31", "0", "0"
"libtest-exit-perl", "Test-Exit", "0.03", "0", "0"
"libtest-expect-perl", "Test-Expect", "0.31", "1", "0"
"libtest-fatal-perl", "Test-Fatal", "0.005", "0", "0"
"libtest-file-contents-perl", "Test-File-Contents", "0.20", "0", "0"
"libtest-file-perl", "Test-File", "1.29", "0", "0"
"libtest-fixme-perl", "Test-Fixme", "0.04", "0", "0"
"libtest-harness-perl", "Test-Harness", "3.23", "0", "2"
"libtest-hasversion-perl", "Test-HasVersion", "0.012", "0", "1"
"libtest-html-w3c-perl", "Test-HTML-W3C", "0.03", "0", "2"
"libtest-http-server-simple-perl", "Test-HTTP-Server-Simple", "0.10", "0", "0"
"libtest-http-server-simple-stashwarnings-perl", "Test-HTTP-Server-Simple-StashWarnings", "0.04", "0", "0"
"libtest-identity-perl", "Test-Identity", "0.01", "0", "0"
"libtest-image-gd-perl", "Test-Image-GD", "0.03", "0", "0"
"libtest-inter-perl", "Test-Inter", "1.01", "0", "0"
"libtest-json-perl", "Test-JSON", "0.11", "0", "0"
"libtest-kwalitee-perl", "Test-Kwalitee", "1.01", "0", "0"
"libtest-leaktrace-perl", "Test-LeakTrace", "0.13", "0", "1"
"libtest-lectrotest-perl", "Test-LectroTest", "0.3600", "0", "2"
"libtest-log-dispatch-perl", "Test-Log-Dispatch", "0.03", "0", "0"
"libtest-log4perl-perl", "Test-Log4perl", "0.1001", "0", "1"
"libtest-longstring-perl", "Test-LongString", "0.15", "0", "1"
"libtest-manifest-perl", "Test-Manifest", "1.23", "0", "0"
"libtest-memory-cycle-perl", "Test-Memory-Cycle", "1.04", "0", "0"
"libtest-minimumversion-perl", "Test-MinimumVersion", "0.101080", "0", "0"
"libtest-mock-lwp-perl", "Test-Mock-LWP", "0.05", "0", "0"
"libtest-mockclass-perl", "Test-MockClass", "1.04", "0", "1"
"libtest-mockmodule-perl", "Test-MockModule", "0.05", "0", "0"
"libtest-mockobject-perl", "Test-MockObject", "1.09", "0", "1"
"libtest-mockrandom-perl", "Test-MockRandom", "1.00", "0", "0"
"libtest-mocktime-datecalc-perl", "Test-MockTime-DateCalc", "5", "0", "0"
"libtest-mocktime-perl", "Test-MockTime", "0.09", "0", "0"
"libtest-module-used-perl", "Test-Module-Used", "0.2.3", "0", "0"
"libtest-most-perl", "Test-Most", "0.23", "0", "0"
"libtest-needsdisplay-perl", "Test-NeedsDisplay", "1.07", "0", "0"
"libtest-nobreakpoints-perl", "Test-NoBreakpoints", "0.13", "0", "1"
"libtest-notabs-perl", "Test-NoTabs", "1.0", "0", "0"
"libtest-nowarnings-perl", "Test-NoWarnings", "1.02", "0", "0"
"libtest-number-delta-perl", "Test-Number-Delta", "1.03", "0", "0"
"libtest-object-perl", "Test-Object", "0.07", "0", "0"
"libtest-output-perl", "Test-Output", "1.01", "0", "1"
"libtest-perl-critic-perl", "Test-Perl-Critic", "1.02", "0", "0"
"libtest-pod-content-perl", "Test-Pod-Content", "0.0.5", "0", "0"
"libtest-pod-coverage-perl", "Test-Pod-Coverage", "1.08", "0", "0"
"libtest-pod-no404s-perl", "Test-Pod-No404s", "0.01", "0", "0"
"libtest-pod-perl", "Test-Pod", "1.44", "0", "0"
"libtest-poe-client-tcp-perl", "Test-POE-Client-TCP", "1.06", "0", "0"
"libtest-poe-server-tcp-perl", "Test-POE-Server-TCP", "1.14", "0", "0"
"libtest-portability-files-perl", "Test-Portability-Files", "0.05", "0", "1"
"libtest-prereq-perl", "Test-Prereq", "1.037", "0", "1"
"libtest-refcount-perl", "Test-Refcount", "0.07", "0", "0"
"libtest-regression-perl", "Test-Regression", "0.05", "0", "0"
"libtest-reporter-perl", "Test-Reporter", "1.57", "0", "0"
"libtest-requires-perl", "Test-Requires", "0.05", "0", "0"
"libtest-script-perl", "Test-Script", "1.07", "0", "0"
"libtest-script-run-perl", "Test-Script-Run", "0.05", "0", "0"
"libtest-sharedfork-perl", "Test-SharedFork", "0.15", "0", "0"
"libtest-signature-perl", "Test-Signature", "1.10", "0", "0"
"libtest-simple-perl", "Test-Simple", "0.98", "0", "0"
"libtest-simpleunit-perl", "unknown", "1.21", "0", "0"
"libtest-spelling-perl", "Test-Spelling", "0.13", "0", "0"
"libtest-strict-perl", "Test-Strict", "0.14", "1", "0"
"libtest-subcalls-perl", "Test-SubCalls", "1.09", "0", "0"
"libtest-synopsis-perl", "Test-Synopsis", "0.06", "0", "0"
"libtest-taint-perl", "Test-Taint", "1.04", "0", "0"
"libtest-tcp-perl", "Test-TCP", "1.12", "0", "0"
"libtest-tempdir-perl", "Test-TempDir", "0.05", "0", "0"
"libtest-tester-perl", "Test-Tester", "0.107", "1", "0"
"libtest-trap-perl", "Test-Trap", "0.2.1", "0", "0"
"libtest-unit-perl", "Test-Unit", "0.25", "0", "1"
"libtest-use-ok-perl", "Test-use-ok", "0.02", "0", "0"
"libtest-useallmodules-perl", "Test-UseAllModules", "0.12", "0", "0"
"libtest-valgrind-perl", "Test-Valgrind", "1.12", "0", "0"
"libtest-warn-perl", "Test-Warn", "0.22", "0", "1"
"libtest-weaken-perl", "Test-Weaken", "3.004000", "0", "0"
"libtest-without-module-perl", "Test-Without-Module", "0.17", "0", "0"
"libtest-www-declare-perl", "Test-WWW-Declare", "0.02", "0", "0"
"libtest-www-mechanize-catalyst-perl", "Test-WWW-Mechanize-Catalyst", "0.53", "0", "0"
"libtest-www-mechanize-cgiapp-perl", "Test-WWW-Mechanize-CGIApp", "0.05", "0", "0"
"libtest-www-mechanize-mojo-perl", "Test-WWW-Mechanize-Mojo", "0.0.8", "0", "0"
"libtest-www-mechanize-perl", "Test-WWW-Mechanize", "1.30", "1", "0"
"libtest-www-selenium-perl", "Test-WWW-Selenium", "1.25", "0", "0"
"libtest-xml-simple-perl", "Test-XML-Simple", "1.00", "0", "2"
"libtest-yaml-meta-perl", "Test-YAML-Meta", "0.19", "0", "1"
"libtest-yaml-valid-perl", "Test-YAML-Valid", "0.04", "0", "0"
"libtex-encode-perl", "TeX-Encode", "1.1", "0", "0"
"libtext-affixes-perl", "Text-Affixes", "0.07", "0", "0"
"libtext-asciitable-perl", "Text-ASCIITable", "0.18", "1", "0"
"libtext-autoformat-perl", "Text-Autoformat", "1.669002", "0", "0"
"libtext-bidi-perl", "Text-Bidi", "0.03", "0", "1"
"libtext-context-eitherside-perl", "Text-Context-EitherSide", "1.4", "0", "0"
"libtext-context-perl", "Text-Context", "3.7", "0", "0"
"libtext-csv-encoded-perl", "Text-CSV-Encoded", "0.10", "0", "0"
"libtext-csv-perl", "Text-CSV", "1.21", "0", "0"
"libtext-csv-xs-perl", "Text-CSV_XS", "0.81", "0", "0"
"libtext-dhcpleases-perl", "Text-DHCPLeases", "0.9", "0", "0"
"libtext-diff-perl", "Text-Diff", "1.41", "0", "0"
"libtext-findindent-perl", "Text-FindIndent", "0.10", "0", "0"
"libtext-flow-perl", "Text-Flow", "0.01", "0", "1"
"libtext-format-perl", "Text-Format", "0.53", "0", "0"
"libtext-formattable-perl", "Text-FormatTable", "1.03", "0", "0"
"libtext-glob-perl", "Text-Glob", "0.09", "0", "0"
"libtext-greeking-perl", "Text-Greeking", "0.12", "0", "1"
"libtext-levenshtein-perl", "Text-Levenshtein", "0.06~01", "0", "1"
"libtext-levenshteinxs-perl", "Text-LevenshteinXS", "0.03", "0", "0"
"libtext-lorem-perl", "Text-Lorem", "0.3", "0", "0"
"libtext-markdown-perl", "Text-Markdown", "1.0.26", "0", "1"
"libtext-mediawikiformat-perl", "Text-MediawikiFormat", "1.0", "0", "0"
"libtext-micromason-perl", "Text-MicroMason", "2.13", "0", "0"
"libtext-microtemplate-perl", "Text-MicroTemplate", "0.18", "0", "0"
"libtext-multimarkdown-perl", "Text-MultiMarkdown", "1.0.30", "1", "1"
"libtext-password-pronounceable-perl", "Text-Password-Pronounceable", "0.30", "0", "0"
"libtext-patch-perl", "Text-Patch", "1.8", "0", "0"
"libtext-pdf-perl", "Text-PDF", "0.29a", "0", "1"
"libtext-qrcode-perl", "Text-QRCode", "0.01", "0", "1"
"libtext-quoted-perl", "Text-Quoted", "2.06", "0", "0"
"libtext-recordparser-perl", "Text-RecordParser", "1.5.0", "0", "0"
"libtext-reflow-perl", "Text-Reflow", "1.09", "0", "2"
"libtext-reform-perl", "Text-Reform", "1.20", "0", "0"
"libtext-roman-perl", "Text-Roman", "3.3", "0", "0"
"libtext-simpletable-perl", "Text-SimpleTable", "1.2", "0", "0"
"libtext-tabulardisplay-perl", "Text-TabularDisplay", "1.22", "0", "0"
"libtext-template-perl", "Text-Template", "1.45", "0", "2"
"libtext-textile-perl", "Text-Textile", "2.12", "0", "0"
"libtext-trim-perl", "Text-Trim", "1.02", "0", "0"
"libtext-typography-perl", "Text-Typography", "0.01", "0", "1"
"libtext-wrapper-perl", "Text-Wrapper", "1.02", "0", "0"
"libthread-pool-simple-perl", "Thread-Pool-Simple", "0.25", "0", "0"
"libthread-queue-any-perl", "Thread-Queue-Any", "0.09", "0", "0"
"libthread-queue-perl", "Thread-Queue", "2.12", "0", "0"
"libthread-serialize-perl", "Thread-Serialize", "0.11", "0", "0"
"libthrowable-perl", "Throwable", "0.102080", "0", "0"
"libticket-simple-perl", "http://release.cipux.org//Ticket-Simple-0.0.2.tar.gz", "0.0.2", "0", "0"
"libtie-array-sorted-perl", "Tie-Array-Sorted", "1.41", "0", "0"
"libtie-cphash-perl", "Tie-CPHash", "1.04", "0", "0"
"libtie-dbi-perl", "Tie-DBI", "1.04", "0", "2"
"libtie-encryptedhash-perl", "Tie-EncryptedHash", "1.24", "0", "0"
"libtie-hash-regex-perl", "Tie-Hash-Regex", "1.02", "0", "0"
"libtie-ical-perl", "Tie-iCal", "0.13", "1", "1"
"libtie-persistent-perl", "Tie-Persistent", "1.00", "0", "0"
"libtie-refhash-weak-perl", "Tie-RefHash-Weak", "0.09", "0", "0"
"libtie-regexphash-perl", "Tie-RegexpHash", "0.15", "0", "0"
"libtie-toobject-perl", "Tie-ToObject", "0.03", "0", "0"
"libtime-clock-perl", "Time-Clock", "1.01", "0", "0"
"libtime-duration-parse-perl", "Time-Duration-Parse", "0.06", "0", "1"
"libtime-duration-perl", "Time-Duration", "1.06", "0", "0"
"libtime-fake-perl", "Time-Fake", "0.11", "0", "0"
"libtime-human-perl", "Time-Human", "1.03", "0", "0"
"libtime-local-perl", "Time-Local", "1.2000", "0", "0"
"libtime-modules-perl", "Time-modules", "2006.0814", "1", "1"
"libtime-piece-mysql-perl", "Time-Piece-MySQL", "0.06", "0", "0"
"libtime-piece-perl", "Time-Piece", "1.20", "1", "2"
"libtime-progress-perl", "Time-Progress", "1.7", "0", "0"
"libtime-stopwatch-perl", "Time-Stopwatch", "1.00", "0", "0"
"libtime-warp-perl", "Time-Warp", "0.5", "0", "0"
"libtime-y2038-perl", "Time-y2038", "20100403", "0", "0"
"libtimedate-perl", "TimeDate", "1.2000", "7", "3"
"libtitanium-perl", "Titanium", "1.04", "0", "0"
"libtk-dirselect-perl", "Tk-DirSelect", "1.12", "0", "0"
"libtk-filedialog-perl", "Tk-FileDialog", "1.3", "0", "2"
"libtk-gbarr-perl", "Tk-GBARR", "2.08", "0", "2"
"libtk-histentry-perl", "Tk-HistEntry", "0.43", "0", "0"
"libtk-objscanner-perl", "Tk-ObjScanner", "2.012", "0", "1"
"libtk-pod-perl", "Tk-Pod", "0.9939", "0", "1"
"libtk-splashscreen-perl", "Tk-Splashscreen", "1.0", "0", "0"
"libtokyocabinet-perl", "http://1978th.net/tokyocabinet/perlpkg/tokyocabinet-perl-1.34.tar.gz", "1.34", "0", "0"
"libtoolkit-perl", "Toolkit", "0.0.2", "0", "0"
"libtree-dagnode-perl", "Tree-DAG_Node", "1.06", "0", "0"
"libtree-redblack-perl", "Tree-RedBlack", "0.5", "0", "0"
"libtree-simple-perl", "Tree-Simple", "1.18", "0", "0"
"libtree-simple-visitorfactory-perl", "Tree-Simple-VisitorFactory", "0.10", "0", "1"
"libtrue-perl", "true", "0.18", "0", "0"
"libtry-tiny-perl", "Try-Tiny", "0.09", "0", "0"
"libunicode-collate-perl", "unknown", "0.66", "0", "0"
"libunicode-japanese-perl", "Unicode-Japanese", "0.47", "1", "0"
"libunicode-map-perl", "Unicode-Map", "0.112", "1", "2"
"libunicode-map8-perl", "Unicode-Map8", "0.13", "0", "3"
"libunicode-maputf8-perl", "Unicode-MapUTF8", "1.11", "0", "0"
"libunicode-string-perl", "Unicode-String", "2.09", "0", "0"
"libuniversal-can-perl", "UNIVERSAL-can", "1.16", "0", "0"
"libuniversal-exports-perl", "unknown", "0.05", "0", "0"
"libuniversal-isa-perl", "UNIVERSAL-isa", "1.02", "0", "0"
"libuniversal-moniker-perl", "UNIVERSAL-moniker", "0.08", "0", "0"
"libuniversal-require-perl", "UNIVERSAL-require", "0.13", "0", "0"
"libunix-syslog-perl", "Unix-Syslog", "1.1", "0", "0"
"liburi-perl", "URI", "1.58", "1", "0"
"liburi-query-perl", "URI-Query", "0.08", "0", "1"
"liburi-todisk-perl", "URI-ToDisk", "1.12", "0", "0"
"libuser-identity-perl", "User-Identity", "0.93", "0", "0"
"libuser-simple-perl", "User-Simple", "1.43", "1", "0"
"libutf8-all-perl", "utf8-all", "0.002", "0", "0"
"libuuid-perl", "UUID", "0.02", "0", "0"
"libuuid-tiny-perl", "UUID-Tiny", "1.0300", "0", "0"
"libv-perl", "V", "0.13", "0", "0"
"libvalidate-net-perl", "Validate-Net", "0.6", "0", "0"
"libvariable-magic-perl", "Variable-Magic", "0.46", "0", "0"
"libvendorlib-perl", "vendorlib", "0.10", "0", "0"
"libverilog-perl", "Verilog-Perl", "3.306", "2", "0"
"libversion-next-perl", "Version-Next", "0.002", "0", "0"
"libversion-perl", "version", "0.8800", "0", "0"
"libversion-requirements-perl", "Version-Requirements", "0.101020", "0", "0"
"libvi-quickfix-perl", "Vi-QuickFix", "1.134", "0", "0"
"libvideo-capture-v4l-perl", "Video-Capture-V4l", "0.902", "1", "4"
"libvideo-fourcc-info-perl", "Video-FourCC-Info", "1.005", "0", "0"
"libvideo-info-perl", "Video-Info", "0.993", "0", "6"
"libvitacilina-perl", "Vitacilina", "0.2", "0", "0"
"libwant-perl", "Want", "0.18", "0", "0"
"libwarnings-illegalproto-perl", "warnings-illegalproto", "0.001000", "0", "0"
"libweather-google-perl", "Weather-Google", "0.05", "0", "1"
"libweb-scraper-perl", "Web-Scraper", "0.34", "0", "0"
"libweb-simple-perl", "Web-Simple", "0.002", "0", "1"
"libwebservice-cia-perl", "WebService-CIA", "1.4", "0", "0"
"libwebservice-solr-perl", "WebService-Solr", "0.12", "0", "0"
"libwebservice-validator-css-w3c-perl", "WebService-Validator-CSS-W3C", "0.2", "0", "0"
"libwebservice-validator-html-w3c-perl", "WebService-Validator-HTML-W3C", "0.24", "0", "0"
"libwebservice-youtube-perl", "WebService-YouTube", "1.0.3", "0", "2"
"libwordnet-querydata-perl", "WordNet-QueryData", "1.48", "0", "0"
"libwww-bugzilla-perl", "WWW-Bugzilla", "1.5", "0", "1"
"libwww-cnic-perl", "WWW-CNic", "0.38", "0", "2"
"libwww-curl-perl", "WWW-Curl", "4.15", "0", "0"
"libwww-facebook-api-perl", "WWW-Facebook-API", "0.4.18", "2", "3"
"libwww-freshmeat-perl", "WWW-Freshmeat", "0.21", "0", "1"
"libwww-google-auth-clientlogin-perl", "WWW-Google-Auth-ClientLogin", "0.04", "0", "0"
"libwww-google-calculator-perl", "WWW-Google-Calculator", "0.07", "0", "0"
"libwww-mechanize-autopager-perl", "WWW-Mechanize-AutoPager", "0.02", "0", "0"
"libwww-mechanize-decodedcontent-perl", "WWW-Mechanize-DecodedContent", "0.02", "1", "0"
"libwww-mechanize-formfiller-perl", "WWW-Mechanize-FormFiller", "0.10", "0", "1"
"libwww-mechanize-gzip-perl", "WWW-Mechanize-GZip", "0.12", "0", "0"
"libwww-mechanize-perl", "WWW-Mechanize", "1.68", "0", "1"
"libwww-mechanize-shell-perl", "WWW-Mechanize-Shell", "0.52", "0", "0"
"libwww-mechanize-treebuilder-perl", "WWW-Mechanize-TreeBuilder", "1.10003", "0", "2"
"libwww-nicovideo-download-perl", "WWW-NicoVideo-Download", "0.06", "0", "0"
"libwww-perl", "libwww-perl", "6.01", "13", "0"
"libwww-robotrules-perl", "WWW-RobotRules", "6.01", "0", "0"
"libwww-search-perl", "WWW-Search", "2.50.70.debian.2", "0", "0"
"libwww-topica-perl", "WWW-Topica", "0.6", "0", "0"
"libwww-wikipedia-perl", "WWW-Wikipedia", "2.00", "0", "0"
"libwww-youtube-download-perl", "WWW-YouTube-Download", "0.26", "0", "0"
"libwwwbrowser-perl", "http://user.cs.tu-berlin.de/~eserte/src/perl/WWWBrowser/WWWBrowser-2.23.tar.gz", "2.23", "0", "2"
"libwx-perl", "Wx", "0.98", "0", "2"
"libwx-perl-datawalker-perl", "Wx-Perl-DataWalker", "0.02", "0", "0"
"libwx-perl-processstream-perl", "Wx-Perl-ProcessStream", "0.29", "0", "1"
"libx11-freedesktop-desktopentry-perl", "X11-FreeDesktop-DesktopEntry", "0.04", "0", "1"
"libx11-xcb-perl", "X11-XCB", "not-uploaded", "0", "0"
"libx500-dn-perl", "X500-DN", "0.29", "0", "1"
"libxml-atom-perl", "XML-Atom", "0.37", "1", "0"
"libxml-atom-service-perl", "XML-Atom-Service", "0.16.1", "0", "0"
"libxml-atom-simplefeed-perl", "XML-Atom-SimpleFeed", "0.86", "0", "0"
"libxml-autowriter-perl", "XML-AutoWriter", "0.40", "1", "1"
"libxml-bare-perl", "XML-Bare", "0.45", "0", "0"
"libxml-checker-perl", "XML-Checker", "0.13", "0", "0"
"libxml-csv-perl", "XML-CSV", "0.15", "0", "0"
"libxml-dom-perl", "XML-DOM", "1.44", "1", "2"
"libxml-dom-xpath-perl", "XML-DOM-XPath", "0.14", "0", "0"
"libxml-dtdparser-perl", "XML-DTDParser", "2.01", "0", "0"
"libxml-easyobj-perl", "XML-EasyOBJ", "1.12", "0", "1"
"libxml-encoding-perl", "XML-Encoding", "2.07", "0", "1"
"libxml-feed-perl", "XML-Feed", "0.43", "1", "2"
"libxml-feedpp-mediarss-perl", "XML-FeedPP-MediaRSS", "0.02", "0", "0"
"libxml-feedpp-perl", "XML-FeedPP", "0.43", "0", "0"
"libxml-filter-buffertext-perl", "XML-Filter-BufferText", "1.01", "0", "0"
"libxml-filter-detectws-perl", "XML-Filter-DetectWS", "0.01", "0", "0"
"libxml-filter-reindent-perl", "XML-Filter-Reindent", "0.03", "0", "1"
"libxml-filter-saxt-perl", "XML-Filter-SAXT", "0.01", "0", "0"
"libxml-filter-sort-perl", "XML-Filter-Sort", "1.01", "1", "0"
"libxml-filter-xslt-perl", "XML-Filter-XSLT", "0.03", "0", "0"
"libxml-generator-perl", "XML-Generator", "1.01", "0", "1"
"libxml-grove-perl", "XML-Grove", "0.46alpha", "0", "3"
"libxml-handler-composer-perl", "XML-Handler-Composer", "0.01", "0", "0"
"libxml-handler-printevents-perl", "XML-Handler-PrintEvents", "0.01", "0", "0"
"libxml-handler-trees-perl", "XML-Handler-Trees", "0.02", "0", "0"
"libxml-handler-yawriter-perl", "XML-Handler-YAWriter", "0.23", "0", "1"
"libxml-libxml-iterator-perl", "XML-LibXML-Iterator", "1.04", "0", "0"
"libxml-libxml-perl", "XML-LibXML", "1.70.ds", "7", "2"
"libxml-libxml-simple-perl", "XML-LibXML-Simple", "0.14", "0", "0"
